Cleaned_Text,category,Sentiment,"Sentiment_Score",SentimentScore
kids pizza is always a hit too with lots of great side dish options for the kiddos,1,positive,"0.8",1.0
service is perfect and the family atmosphere is nice to see,1,positive,"0.8",1.0
cooked to perfection and the service was impeccable,1,positive,"0.75",1.0
this one is simply a disappointment,0,negative,"-0.6",-1.0
overall i was very disappointed with the quality of food at bouchon,0,negative,"-0.48750000000000004",-1.0
i dont have to be an accountant to know im getting screwed,0,negative,"0.0",-0.97
great place to eat reminds me of the little mom and pop shops in the san francisco bay area,1,positive,"0.30625",1.0
today was my first taste of a buldogis gourmet hot dog and i have to tell you it was more than i ever thought possible,1,positive,"0.25",0.71
left very frustrated,0,negative,"-0.45499999999999996",-1.0
ill definitely be in soon again,1,neutral,"-0.25",0.30000000000000004
food was really good and i got full petty fast,1,positive,"0.4166666666666666",1.0
service was fantastic,1,positive,"0.4",1.0
total waste of time,0,negative,"-0.1",-1.0
i dont know what kind it is but they have the best iced tea,1,positive,"0.8",1.0
come hungry leave happy and stuffed,1,positive,"0.8",0.94
for service i give them no stars,0,negative,"0.0",-0.79
i can assure you that you wont be disappointed,1,positive,"-0.75",0.9099999999999999
i can take a little bad service but the food sucks,0,negative,"-0.39583333333333326",-1.0
gave up trying to eat any of the crust teeth still sore,0,negative,"0.0",-0.99
but now i was completely grossed out,0,negative,"0.1",-0.66
i really enjoyed eating here,1,positive,"0.5",1.0
first time going but i think i will quickly become a regular,1,neutral,"0.19444444444444442",0.13999999999999999
our server was very nice and even though he looked a little overwhelmed with all of our needs he stayed professional and friendly until the end,1,positive,"0.266875",0.99
from what my dinner companions told meeverything was very fresh with nice texture and taste,1,positive,"0.495",1.0
on the ground right next to our table was a large smeared beensteppedinandtrackedeverywhere pile of green bird poop,0,negative,"0.075",-0.97
furthermore you cant even find hours of operation on the website,0,negative,"0.0",-0.5
weve tried to like this place but after times i think were done with them,0,positive,"0.0",0.55
what a mistake that was,0,negative,"0.0",-0.92
no complaints,1,positive,"0.0",0.99
this is some seriously good pizza and im an expertconnisseur on the topic,1,positive,"0.7",1.0
waiter was a jerk,0,negative,"0.0",-0.52
strike who wants to be rushed,0,neutral,"0.2",-0.19
these are the nicest restaurant owners ive ever come across,1,positive,"0.0",1.0
i never come again,0,negative,"0.0",-0.66
we loved the biscuits,1,positive,"0.7",1.0
service is quick and friendly,1,positive,"0.35416666666666663",1.0
ordered an appetizer and took minutes and then the pizza another minutes,0,neutral,"0.0",0.0
so absolutley fantastic,1,positive,"0.4",1.0
it was a huge awkward lb piece of cow that was ths gristle and fat,0,negative,"-0.11111111111111112",-1.0
definitely will come back here again,1,positive,"0.0",0.83
i like steiners because its dark and it feels like a bar,1,positive,"-0.15",0.99
wow very spicy but delicious,1,positive,"0.43333333333333335",1.0
if youre not familiar check it out,1,neutral,"-0.1875",-0.09999999999999999
ill take my business dinner dollars elsewhere,0,neutral,"-0.5",-0.030000000000000006
id love to go back,1,positive,"0.25",1.0
anyway this fs restaurant has a wonderful breakfastlunch,1,positive,"1.0",1.0
nothing special,0,negative,"0.35714285714285715",-0.47
each day of the week they have a different deal and its all so delicious,1,positive,"0.5",1.0
not to mention the combination of pears almonds and bacon is a big winner,1,positive,"0.0",0.96
will not be back,0,negative,"0.0",-0.8
sauce was tasteless,0,negative,"-0.6",-0.99
the food is delicious and just spicy enough so be sure to ask for spicier if you prefer it that way,1,positive,"0.5",1.0
my ribeye steak was cooked perfectly and had great mesquite flavor,1,positive,"0.9",1.0
i dont think well be going back anytime soon,0,negative,"0.0",-0.77
food was so gooodd,1,positive,"0.0",0.13999999999999996
i am far from a sushi connoisseur but i can definitely tell the difference between good food and bad food and this was certainly bad food,0,negative,"-0.11999999999999995",-1.0
i was so insulted,0,negative,"0.0",-0.99
the last times i had lunch here has been bad,0,negative,"-0.3499999999999999",-0.99
the chicken wings contained the driest chicken meat i have ever eaten,0,neutral,"-0.6",-0.07
the food was very good and i enjoyed every mouthful an enjoyable relaxed venue for couples small family groups etc,1,positive,"0.415",1.0
nargile i think you are great,1,positive,"0.8",0.98
best tater tots in the southwest,1,positive,"1.0",1.0
we loved the place,1,positive,"0.7",1.0
definitely not worth the i paid,0,negative,"-0.15",-1.0
the vanilla ice cream was creamy and smooth while the profiterole choux pastry was fresh enough,1,positive,"0.2333333333333333",0.89
im in az all the time and now have my new spot,1,neutral,"0.13636363636363635",0.45999999999999996
the manager was the worst,0,negative,"-1.0",-1.0
the inside is really quite nice and very clean,1,positive,"0.42555555555555563",1.0
the food was outstanding and the prices were very reasonable,1,positive,"0.38",1.0
i dont think ill be running back to carlys anytime soon for food,0,negative,"-0.25",-0.63
this is was due to the fact that it took minutes to be acknowledged then another minutes to get our foodand they kept forgetting things,0,negative,"-0.125",-0.89
love the margaritas too,1,positive,"0.5",1.0
this was my first and only vegas buffet and it did not disappoint,1,positive,"0.125",0.94
very good though,1,positive,"0.9099999999999999",1.0
the one down note is the ventilation could use some upgrading,0,neutral,"-0.15555555555555556",0.01
great pork sandwich,1,positive,"0.8",1.0
dont waste your time here,0,negative,"-0.2",-0.27
total letdown i would much rather just go to the camelback flower shop and cartel coffee,0,negative,"0.1",-0.98
third the cheese on my friends burger was cold,0,neutral,"-0.3",-0.16
we enjoy their pizza and brunch,1,positive,"0.4",1.0
the steaks are all well trimmed and also perfectly cooked,1,positive,"1.0",1.0
we had a group of when we claimed we would only have and they handled us beautifully,1,positive,"0.425",0.99
i loved it,1,positive,"0.7",1.0
we asked for the bill to leave without eating and they didnt bring that either,0,neutral,"0.0",-0.43
this place is a jewel in las vegas and exactly what ive been hoping to find in nearly ten years living here,1,positive,"0.125",0.98
seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh,0,negative,"0.07619047619047618",-1.0
the selection of food was not the best,0,negative,"1.0",-1.0
delicious and i will absolutely be back,1,positive,"0.5",1.0
this isnt a small family restaurant this is a fine dining establishment,1,positive,"0.08333333333333334",0.94
they had a toro tartare with a cavier that was extraordinary and i liked the thinly sliced wagyu with white truffle,1,positive,"0.13333333333333333",0.99
i dont think i will be back for a very long time,0,negative,"-0.0325",-0.58
it was attached to a gas station and that is rarely a good sign,0,negative,"0.7",-0.29000000000000004
how awesome is that,1,positive,"1.0",1.0
i will be back many times soon,1,neutral,"0.25",0.009999999999999998
the menu had so much good stuff on it i could not decide,1,positive,"0.7",0.97
worse of all he humiliated his worker right in front of mebunch of horrible name callings,0,negative,"-0.37142857142857144",-1.0
conclusion very filling meals,1,positive,"0.2",0.77
their daily specials are always a hit with my group,1,positive,"0.0",0.98
and then tragedy struck,0,negative,"0.0",-0.95
the pancake was also really good and pretty large at that,1,positive,"0.38809523809523805",1.0
this was my first crawfish experience and it was delicious,1,positive,"0.625",1.0
their monster chicken fried steak and eggs is my all time favorite,1,positive,"-0.04999999999999999",1.0
waitress was sweet and funny,1,positive,"0.3",1.0
i also had to taste my moms multigrain pumpkin pancakes with pecan butter and they were amazing fluffy and delicious,1,positive,"0.46666666666666673",1.0
id rather eat airline food seriously,0,negative,"-0.3333333333333333",-0.45
cant say enough good things about this place,1,positive,"0.35",0.51
the ambiance was incredible,1,positive,"0.9",1.0
the waitress and manager are so friendly,1,positive,"0.375",0.97
i would not recommend this place,0,negative,"0.0",-1.0
overall i wasnt very impressed with noca,0,negative,"0.5",-0.98
my gyro was basically lettuce only,0,neutral,"0.0",-0.019999999999999997
terrible service,0,negative,"-1.0",-1.0
thoroughly disappointed,0,negative,"-0.75",-1.0
i dont each much pasta but i love the homemade hand made pastas and thin pizzas here,1,positive,"0.09999999999999998",1.0
give it a try you will be happy you did,1,positive,"0.8",0.99
by far the best cheesecurds we have ever had,1,positive,"0.55",1.0
reasonably priced also,1,positive,"0.2",0.98
everything was perfect the night we were in,1,positive,"1.0",1.0
the food is very good for your typical bar food,1,positive,"0.37166666666666665",1.0
it was a drive to get there,0,neutral,"0.0",0.05
at first glance it is a lovely bakery cafe nice ambiance clean friendly staff,1,positive,"0.41833333333333333",1.0
anyway i do not think i will go back there,0,neutral,"0.0",-0.29
point your finger at any item on the menu order it and you wont be disappointed,1,positive,"-0.75",0.94
oh this is such a thing of beauty this restaurant,1,positive,"0.0",1.0
if you havent gone here go now,1,neutral,"0.0",-0.07
a greasy unhealthy meal,0,negative,"-0.4",-0.98
first time there and might just be the last,0,neutral,"0.125",-0.020000000000000004
those burgers were amazing,1,positive,"0.6000000000000001",1.0
similarly the delivery man did not say a word of apology when our food was minutes late,0,negative,"-0.15",-0.99
and it was way to expensive,0,negative,"-0.5",-0.99
be sure to order dessert even if you need to pack it togo the tiramisu and cannoli are both to die for,1,negative,"0.5",-0.94
this was my first time and i cant wait until the next,1,positive,"0.125",0.7799999999999999
the bartender was also nice,1,positive,"0.6",0.98
everything was good and tasty,1,positive,"0.7",1.0
this place is two thumbs upway up,1,neutral,"0.0",0.049999999999999996
the best place in vegas for breakfast just check out a sat or sun,1,positive,"1.0",1.0
if you love authentic mexican food and want a whole bunch of interesting yet delicious meats to choose from you need to try this place,1,positive,"0.45",1.0
terrible management,0,negative,"-1.0",-0.99
an excellent new restaurant by an experienced frenchman,1,positive,"0.6454545454545454",1.0
if there were zero stars i would give it zero stars,0,negative,"0.0",-1.0
great steak great sides great wine amazing desserts,1,positive,"0.7500000000000001",1.0
worst martini ever,0,negative,"-1.0",-1.0
the steak and the shrimp are in my opinion the best entrees at gc,1,positive,"1.0",1.0
i had the opportunity today to sample your amazing pizzas,1,positive,"0.6000000000000001",0.99
we waited for thirty minutes to be seated although there were vacant tables and we were the only folks waiting,0,neutral,"0.0",-0.14
the yellowtail carpaccio was melt in your mouth fresh,1,negative,"0.3",-0.17
i wont try going back there even if its empty,0,negative,"-0.05",-0.7
no im going to eat the potato that i found some strangers hair in it,0,neutral,"0.0",-0.36
just spicy enough perfect actually,1,positive,"0.3333333333333333",1.0
last night was my second time dining here and i was so happy i decided to go back,1,positive,"0.2",1.0
not even a hello we will be right with you,0,neutral,"0.2857142857142857",-0.05000000000000002
the desserts were a bit strange,0,negative,"-0.05",-0.92
my boyfriend and i came here for the first time on a recent trip to vegas and could not have been more pleased with the quality of food and service,1,positive,"0.3125",0.98
i really do recommend this place you can go wrong with this donut place,1,positive,"-0.15",0.98
nice ambiance,1,positive,"0.6",1.0
i would recommend saving room for this,1,positive,"0.0",0.98
i guess maybe we went on an off night but it was disgraceful,0,negative,"0.0",-0.99
however my recent experience at this particular location was not so good,0,negative,"0.28888888888888886",-1.0
i know this is not like the other restaurants at all something is very off here,0,negative,"0.037500000000000006",-0.66
avoid this establishment,0,negative,"0.0",-0.97
i think this restaurant suffers from not trying hard enough,0,negative,"-0.2972222222222222",-0.98
all of the tapas dishes were delicious,1,positive,"1.0",1.0
i heart this place,1,neutral,"0.0",0.43999999999999995
my salad had a bland vinegrette on the baby greens and hearts of palm,0,negative,"-0.16666666666666666",-0.44
after two i felt disgusting,0,negative,"-1.0",-1.0
a good time,1,positive,"0.7",1.0
i believe that this place is a great stop for those with a huge belly and hankering for sushi,1,positive,"0.6",0.99
generous portions and great taste,1,positive,"0.8",1.0
i will never go back to this place and will never ever recommended this place to anyone,0,negative,"0.0",-1.0
the servers went back and forth several times not even so much as an are you being helped,0,positive,"0.06666666666666667",0.41000000000000003
food was delicious,1,positive,"1.0",1.0
an hour seriously,0,positive,"-0.3333333333333333",0.35
i consider this theft,0,negative,"0.0",-0.78
eew this location needs a complete overhaul,0,neutral,"0.1",0.24000000000000002
we recently witnessed her poor quality of management towards other guests as well,0,negative,"-0.17500000000000002",-1.0
waited and waited and waited,0,positive,"0.0",0.30999999999999994
he also came back to check on us regularly excellent service,1,positive,"0.5",1.0
our server was super nice and checked on us many times,1,positive,"0.4777777777777778",0.99
the pizza tasted old super chewy in not a good way,0,negative,"0.02777777777777779",-1.0
i swung in to give them a try but was deeply disappointed,0,negative,"-0.75",-1.0
service was good and the company was better,1,positive,"0.6",1.0
the staff are also very friendly and efficient,1,positive,"0.48750000000000004",0.99
as for the service im a fan because its quick and youre being served by some nice folks,1,positive,"0.4666666666666667",0.97
boy was that sucker dry,0,negative,"-0.18333333333333332",-0.88
over rated,0,negative,"0.0",-0.88
if you look for authentic thai food go else where,0,positive,"0.5",0.58
their steaks are recommended,1,positive,"0.0",0.88
after i pulled up my car i waited for another minutes before being acknowledged,0,neutral,"0.0",-0.33
great food and great service in a clean and friendly setting,1,positive,"0.5854166666666667",1.0
all in all i can assure you ill be back,1,neutral,"-0.25",0.28
i hate those things as much as cheap quality black olives,0,negative,"-0.18888888888888888",-1.0
my breakfast was perpared great with a beautiful presentation of giant slices of toast lightly dusted with powdered sugar,1,positive,"0.5125",1.0
the kids play area is nasty,0,negative,"-1.0",-1.0
great place fo take out or eat in,1,positive,"0.8",1.0
the waitress was friendly and happy to accomodate for veganveggie options,1,positive,"0.5875",1.0
omg i felt like i had never eaten thai food until this dish,1,negative,"0.0",-0.08000000000000002
it was extremely crumby and pretty tasteless,0,negative,"-0.15833333333333333",-0.99
it was a pale color instead of nice and char and has no flavor,0,negative,"0.195",-0.98
the croutons also taste homemade which is an extra plus,1,positive,"0.0",0.51
i got home to see the driest damn wings ever,0,negative,"0.0",-0.76
itll be a regular stop on my trips to phoenix,1,neutral,"0.0",0.05
i really enjoyed crema café before they expanded i even told friends they had the best breakfast,1,positive,"0.75",1.0
not good for the money,0,negative,"-0.35",-1.0
i miss it and wish they had one in philadelphia,1,positive,"0.0",0.15999999999999998
we got sitting fairly fast but ended up waiting minutes just to place our order another minutes before the food arrived,0,positive,"0.2",0.33
they also have the best cheese crisp in town,1,positive,"0.625",1.0
good value great food great service,1,positive,"0.7666666666666666",1.0
couldnt ask for a more satisfying meal,1,positive,"0.5",0.99
the food is good,1,positive,"0.7",1.0
it was awesome,1,positive,"1.0",1.0
i just wanted to leave,0,neutral,"0.0",-0.09
we made the drive all the way from north scottsdale and i was not one bit disappointed,1,positive,"-0.75",0.9299999999999999
i will not be eating there again,0,negative,"0.0",-0.94
the owners really really need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one,0,negative,"0.30000000000000004",-0.9199999999999999
i checked out this place a couple years ago and was not impressed,0,negative,"-0.5",-1.0
the chicken i got was definitely reheated and was only ok the wedges were cold and soggy,0,negative,"-0.13999999999999999",-0.82
sorry i will not be getting food from here anytime soon,0,negative,"-0.5",-0.99
an absolute must visit,1,positive,"0.2",1.0
the cow tongue and cheek tacos are amazing,1,positive,"0.2333333333333334",1.0
my friend did not like his bloody mary,0,negative,"-0.8",-0.89
despite how hard i rate businesses its actually rare for me to give a star,0,negative,"0.004166666666666652",-0.54
they really want to make your experience a good one,1,positive,"0.44999999999999996",0.98
i will not return,0,negative,"0.0",-0.86
i had the chicken pho and it tasted very bland,0,negative,"-0.4083333333333333",-0.95
very disappointing,0,negative,"-0.78",-1.0
the grilled chicken was so tender and yellow from the saffron seasoning,1,negative,"-0.3",-0.83
a drive thru means you do not want to wait around for half an hour for your food but somehow when we end up going here they make us wait and wait,0,neutral,"-0.16666666666666666",-0.06
pretty awesome place,1,positive,"0.625",1.0
ambience is perfect,1,positive,"1.0",1.0
best of luck to the rude and noncustomer service focused new management,0,positive,"0.27878787878787875",0.73
any grandmother can make a roasted chicken better than this one,0,positive,"-0.04999999999999999",0.99
i asked multiple times for the wine list and after some time of being ignored i went to the hostess and got one myself,0,negative,"0.0",-0.97
the staff is always super friendly and helpful which is especially cool when you bring two small boys and a baby,1,positive,"0.2895833333333333",1.0
four stars for the food the guy in the blue shirt for his great vibe still letting us in to eat,1,positive,"0.4",1.0
the roast beef sandwich tasted really good,1,positive,"0.7",1.0
same evening him and i are both drastically sick,0,negative,"-0.35714285714285715",-0.92
highquality chicken on the chicken caesar salad,1,positive,"-0.6",0.92
ordered burger rare came in well done,0,positive,"0.3",1.0
we were promptly greeted and seated,1,positive,"0.0",0.75
tried to go here for lunch and it was a madhouse,0,negative,"0.0",-0.96
i was proven dead wrong by this sushi bar not only because the quality is great but the service is fast and the food impeccable,1,positive,"0.17500000000000002",1.0
after waiting an hour and being seated i was not in the greatest of moods,0,negative,"1.0",-0.99
this is a good joint,1,positive,"0.7",1.0
the macarons here are insanely good,1,positive,"0.7",0.98
im not eating here,0,negative,"0.0",-0.78
our waiter was very attentive friendly and informative,1,positive,"0.4475",1.0
maybe if they werent cold they would have been somewhat edible,0,neutral,"-0.6",-0.049999999999999996
this place has a lot of promise but fails to deliver,0,negative,"-0.5",-0.99
very bad experience,0,negative,"-0.9099999999999998",-1.0
what a mistake,0,negative,"0.0",-0.95
food was average at best,0,neutral,"0.425",-0.22000000000000003
great food,1,positive,"0.8",1.0
we wont be going back anytime soon,0,negative,"0.0",-0.66
very very disappointed ordered the big bay plater,0,negative,"-0.48750000000000004",-1.0
great place to relax and have an awesome burger and beer,1,positive,"0.9",1.0
it is perfect for a sitdown family meal or get together with a few friends,1,positive,"0.4",1.0
not much flavor to them and very poorly constructed,0,negative,"-0.31",-1.0
the patio seating was very comfortable,1,positive,"0.52",1.0
the fried rice was dry as well,0,neutral,"-0.06666666666666665",-0.22
hands down my favorite italian restaurant,1,positive,"0.11481481481481481",0.99
that just screams legit in my booksomethats also pretty rare here in vegas,1,positive,"0.275",0.6699999999999999
it was just not a fun experience,1,negative,"-0.15",-0.99
the atmosphere was great with a lovely duo of violinists playing songs we requested,1,positive,"0.65",1.0
i personally love the hummus pita baklava falafels and baba ganoush its amazing what they do with eggplant,1,positive,"0.55",1.0
very convenient since we were staying at the mgm,1,positive,"0.2",0.99
the owners are super friendly and the staff is courteous,1,positive,"0.43611111111111106",0.96
both great,1,positive,"0.8",1.0
eclectic selection,1,positive,"0.0",0.94
the sweet potato tots were good but the onion rings were perfection or as close as i have had,1,positive,"0.5249999999999999",1.0
the staff was very attentive,1,positive,"0.52",0.96
and the chef was generous with his time even came around twice so we can take pictures with him,1,positive,"0.0",0.72
the owner used to work at nobu so this place is really similar for half the price,1,neutral,"-0.08333333333333333",0.12
google mediocre and i imagine smashburger will pop up,0,negative,"-0.5",-0.8
dont go here,0,negative,"0.0",-0.81
i promise they wont disappoint,1,positive,"0.0",0.96
as a sushi lover avoid this place by all means,0,negative,"0.0",-0.8400000000000001
what a great double cheeseburger,1,positive,"0.4",1.0
awesome service and food,1,positive,"1.0",1.0
a fantastic neighborhood gem,1,positive,"0.4",1.0
i cant wait to go back,1,positive,"0.0",0.9
the plantains were the worst ive ever tasted,0,negative,"-1.0",-1.0
its a great place and i highly recommend it,1,positive,"0.48000000000000004",1.0
service was slow and not attentive,0,negative,"-0.25",-1.0
i gave it stars then and im giving it stars now,1,positive,"0.0",0.15999999999999998
your staff spends more time talking to themselves than me,0,negative,"0.5",-0.65
dessert panna cotta was amazing,1,positive,"0.6000000000000001",1.0
very good food great atmosphere,1,positive,"0.855",1.0
damn good steak,1,positive,"0.7",1.0
total brunch fail,0,negative,"-0.25",-0.99
prices are very reasonable flavors are spot on the sauce is home made and the slaw is not drenched in mayo,1,positive,"0.26",1.0
the decor is nice and the piano music soundtrack is pleasant,1,positive,"0.6666666666666667",1.0
the steak was amazingrge fillet relleno was the best seafood plate i have ever had,1,positive,"1.0",1.0
good food good service,1,positive,"0.7",1.0
it was absolutely amazing,1,positive,"0.6000000000000001",1.0
i probably wont be back to be honest,0,negative,"0.3",-0.7899999999999999
will definitely be back,1,neutral,"0.0",0.15
the sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well,1,positive,"1.0",1.0
hawaiian breeze mango magic and pineapple delight are the smoothies that ive tried so far and theyre all good,1,positive,"0.4333333333333333",1.0
went for lunch service was slow,0,negative,"-0.30000000000000004",-0.99
we had so much to say about the place before we walked in that he expected it to be amazing but was quickly disappointed,0,negative,"-0.012499999999999983",-1.0
i was mortified,0,negative,"0.0",-0.97
needless to say we will never be back here again,0,negative,"-0.25",-0.69
anyways the food was definitely not filling at all and for the price you pay you should expect more,0,negative,"0.25",-0.83
the chips that came out were dripping with grease and mostly not edible,0,negative,"-0.25",-0.99
i wasnt really impressed with strip steak,0,negative,"1.0",-1.0
have been going since and every meal has been awesome,1,positive,"1.0",1.0
our server was very nice and attentive as were the other serving staff,1,positive,"0.35166666666666674",1.0
the cashier was friendly and even brought the food out to me,1,positive,"0.375",0.82
i work in the hospitality industry in paradise valley and have refrained from recommending cibo any longer,0,positive,"0.0",0.6900000000000001
the atmosphere here is fun,1,positive,"0.3",1.0
would not recommend to others,0,negative,"0.0",-1.0
service is quick and even to go orders are just like we like it,1,positive,"0.3333333333333333",1.0
i mean really how do you get so famous for your fish and chips when its so terrible,0,negative,"-0.153125",-0.96
that said our mouths and bellies were still quite pleased,1,positive,"0.5",0.97
not my thing,0,negative,"0.0",-0.83
thumbs up,1,positive,"0.0",0.57
if you are reading this please dont go there,0,negative,"0.0",-0.84
i loved the grilled pizza reminded me of legit italian pizza,1,positive,"0.35",1.0
only pros large seating area nice bar area great simple drink menu the best brick oven pizza with homemade dough,1,positive,"0.4357142857142857",0.99
they have a really nice atmosphere,1,positive,"0.6",1.0
tonight i had the elk filet specialand it sucked,0,negative,"0.0",-0.96
after one bite i was hooked,1,neutral,"0.0",-0.12
we ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything,0,negative,"-0.1784090909090909",-1.0
cute quaint simple honest,1,positive,"0.3666666666666667",1.0
the chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside,1,positive,"0.010000000000000009",1.0
the food was great as always compliments to the chef,1,positive,"0.8",1.0
special thanks to dylan t for the recommendation on what to order all yummy for my tummy,1,positive,"0.2785714285714286",1.0
awesome selection of beer,1,positive,"1.0",1.0
great food and awesome service,1,positive,"0.9",1.0
one nice thing was that they added gratuity on the bill since our party was larger than or and they didnt expect more tip than that,1,positive,"0.3666666666666667",0.78
a fly was in my apple juice a fly,0,neutral,"0.8",-0.2
the han nan chicken was also very tasty,1,positive,"-0.19999999999999998",1.0
as for the service i thought it was good,1,positive,"0.7",0.97
the food was barely lukewarm so it must have been sitting waiting for the server to bring it out to us,0,negative,"0.05",-0.92
ryans bar is definitely one edinburgh establishment i wont be revisiting,0,neutral,"0.0",-0.019999999999999962
nicest chinese restaurant ive been in a while,1,positive,"0.0",1.0
overall i like there food and the service,1,positive,"0.0",1.0
they also now serve indian naan bread with hummus and some spicy pine nut sauce that was out of this world,1,neutral,"0.0",-0.019999999999999997
probably never coming back and wouldnt recommend it,0,negative,"0.0",-1.0
friends pasta also bad he barely touched it,0,negative,"-0.3249999999999999",-0.99
try them in the airport to experience some tasty food and speedy friendly service,1,positive,"0.375",0.98
i love the decor with the chinese calligraphy wall paper,1,positive,"0.25",1.0
never had anything to complain about here,1,positive,"0.0",0.16000000000000003
the restaurant is very clean and has a family restaurant feel to it,1,positive,"0.47666666666666674",0.96
it was way over fried,0,negative,"0.0",-0.83
im not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place,0,negative,"-0.19",-1.0
when i opened the sandwich i was impressed but not in a good way,0,negative,"0.85",-0.96
will not be back,0,negative,"0.0",-0.8
there was a warm feeling with the service and i felt like their guest for a special treat,1,positive,"0.47857142857142854",0.99
an extensive menu provides lots of options for breakfast,1,neutral,"0.0",0.02
i always order from the vegetarian menu during dinner which has a wide array of options to choose from,1,neutral,"-0.1",0.0
i have watched their prices inflate portions get smaller and management attitudes grow rapidly,0,neutral,"0.0",-0.08000000000000002
wonderful lil tapas and the ambience made me feel all warm and fuzzy inside,1,positive,"0.8",1.0
i got to enjoy the seafood salad with a fabulous vinegrette,1,positive,"0.4",1.0
the wontons were thin not thick and chewy almost melt in your mouth,1,negative,"-0.125",-0.99
level spicy was perfect where spice didnt overwhelm the soup,1,positive,"1.0",1.0
we were sat right on time and our server from the get go was fantastic,1,positive,"0.34285714285714286",1.0
main thing i didnt enjoy is that the crowd is of older crowd around mid s and up,0,negative,"0.18333333333333332",-0.99
when im on this side of town this will definitely be a spot ill hit up again,1,neutral,"-0.25",0.3
i had to wait over minutes to get my drink and longer to get arepas,0,negative,"0.0",-0.52
this is a great place to eat,1,positive,"0.8",1.0
the jalapeno bacon is soooo good,1,positive,"0.7",1.0
the service was poor and thats being nice,0,negative,"0.09999999999999998",-0.98
food was good service was good prices were good,1,positive,"0.6999999999999998",1.0
the place was not clean and the food oh so stale,0,negative,"-0.3416666666666667",-1.0
the chicken dishes are ok the beef is like shoe leather,0,neutral,"-0.04999999999999999",0.010000000000000002
but the service was beyond bad,0,negative,"-0.6999999999999998",-1.0
im so happy to be here,1,positive,"0.8",1.0
tasted like dirt,0,negative,"0.0",-0.19
one of the few places in phoenix that i would definately go back to again,1,neutral,"-0.1",0.13
the block was amazing,1,positive,"0.6000000000000001",1.0
its close to my house its lowkey nonfancy affordable prices good food,1,positive,"0.7",1.0
both the hot sour the egg flower soups were absolutely stars,1,positive,"0.09999999999999999",0.64
my sashimi was poor quality being soggy and tasteless,0,negative,"-0.5",-1.0
great time family dinner on a sunday night,1,positive,"0.8",1.0
the food is not tasty at all not to say its real traditional hunan style,0,negative,"0.0",-1.0
what did bother me was the slow service,0,negative,"-0.30000000000000004",-1.0
the flair bartenders are absolutely amazing,1,positive,"0.6000000000000001",1.0
their frozen margaritas are way too sugary for my taste,0,negative,"0.0",-0.94
these were so good we ordered them twice,1,positive,"0.7",1.0
so in a nutshell the restaraunt smells like a combination of a dirty fish market and a sewer,0,negative,"-0.6",-1.0
my girlfriends veal was very bad,0,negative,"-0.9099999999999998",-0.98
unfortunately it was not good,0,negative,"-0.425",-1.0
i had a pretty satifying experience,1,positive,"0.25",0.3
join the club and get awesome offers via email,1,positive,"0.55",0.97
perfect for someone me who only likes beer ice cold or in this case even colder,1,positive,"0.13333333333333333",1.0
bland and flavorless is a good way of describing the barely tepid meat,0,positive,"0.19444444444444445",0.56
the chains which im no fan of beat this place easily,0,positive,"0.43333333333333335",0.050000000000000044
the nachos are a must have,1,positive,"0.0",0.98
we will not be coming back,0,negative,"0.0",-0.55
i dont have very many words to say about this place but it does everything pretty well,1,positive,"0.45",1.0
the staff is super nice and very quick even with the crazy crowds of the downtown juries lawyers and court staff,1,positive,"0.19166666666666668",1.0
great atmosphere friendly and fast service,1,positive,"0.4583333333333333",1.0
when i received my pita it was huge it did have a lot of meat in it so thumbs up there,1,neutral,"0.39999999999999997",-0.04000000000000001
once your food arrives its meh,0,neutral,"0.0",-0.060000000000000005
paying for a hot dog and fries that looks like it came out of a kids meal at the wienerschnitzel is not my idea of a good meal,0,negative,"0.475",-0.96
the classic maine lobster roll was fantastic,1,positive,"0.2833333333333333",1.0
my brother in law who works at the mall ate here same day and guess what he was sick all night too,0,neutral,"-0.35714285714285715",-0.26999999999999996
so good i am going to have to review this place twice once hereas a tribute to the place and once as a tribute to an event held here last night,1,positive,"0.35",0.99
the chips and salsa were really good the salsa was very fresh,1,positive,"0.5449999999999999",1.0
this place is great,1,positive,"0.8",1.0
mediocre food,0,negative,"-0.5",-1.0
once you get inside youll be impressed with the place,1,positive,"1.0",0.98
im super pissd,0,negative,"0.3333333333333333",-0.10000000000000003
and service was super friendly,1,positive,"0.35416666666666663",0.99
why are these sad little vegetables so overcooked,0,negative,"-0.34375",-1.0
this place was such a nice surprise,1,positive,"0.3",1.0
they were goldencrispy and delicious,1,positive,"1.0",1.0
i had high hopes for this place since the burgers are cooked over a charcoal grill but unfortunately the taste fell flat way flat,0,negative,"-0.0975",-1.0
i could eat their bruschetta all day it is devine,1,neutral,"0.0",0.16
not a single employee came out to see if we were ok or even needed a water refill once they finally served us our food,0,negative,"0.17857142857142858",-0.62
lastly the mozzarella sticks they were the best thing we ordered,1,positive,"0.5",1.0
the first time i ever came here i had an amazing experience i still tell people how awesome the duck was,1,positive,"0.6166666666666667",1.0
